,values,category
12785,and how much does it cost to travel from boston university to downtown,travel
12786,and how much does it cost to travel from boston airport to downtown,travel
12787,and how much does traveling from boston airport to downtown cost?,travel
12788,earliest route from atlanta to philadelphia,travel
12789,It is the first flight from atlanta to philadelphia.,travel
12790,earliest flight from boston to philadelphia,travel
12791,The first flight to philadelphia takes place in atlanta.,travel
12792,earliest flight from atlanta to philadelphia,travel
12793,a flight from atlanta to philadelphia,travel
12794,What flight routes from indiana to memphis between memphis from indianapolis to indianapolis?,travel
12795,what flights from memphis to memphis,travel
12796,What flights from indianapolis to memphis?,travel
12797,what flights from indianapolis to memphis,travel
12798,what flights from indianapolis to?,travel
12799,what happened from indianapolis to memphis,travel
12800,when is the first flight in the morning from boston to denver,travel
12801,when is the first flight in the world from boston to denver,travel
12802,when is the first flight in the morning from denver to denver,travel
12803,when is the first thing in the morning from boston to denver,travel
12804,When is the first flight from boston to denver in the morning?,travel
12805,when is the first flight in the morning from boston to?,travel
12806,when the first flight from boston to denver takes place the next morning.,travel
12807,show me the daily flights from nashville to st. louis,travel
12808,show me the nonstop flights from chicago to st. louis,travel
12809,show me the nonstop flights from nashville to st. louis,travel
12810,Watch the nonstop flights between nashville and st louis.,travel
12811,show me the nonstop flight from nashville to st. louis,travel
12812,show me the nonstop flights from nashville to st..,travel
12813,Show me the nonstop flights from nashville to st. louis.,travel
12814,show me the non - op flights from nashville to st. louis,travel
12815,show flights from philadelphia to baltimore,travel
12816,show flights from atlanta to baltimore,travel
12817,Take flight from atlanta to baltimore.,travel
12818,show moved from atlanta to baltimore,travel
12819,Show flights from Atlanta to baltimore from atlanta.,travel
12820,where is general mitchell house located,travel
12821,Where is générale mitchell international situated?,travel
12822,where is john mitchell international located,travel
12823,where is general motors international located,travel
12824,Where is générale mitchell international.,travel
12825,where is general mitchell international located,travel
12826,what is?,travel
12827,What is burly?,travel
12828,what is bur,travel
12829,The only thing that burts out is the bumble.,travel
12830,There is no stop flight from San Francisco to boston on thursdays.,travel
12831,are there any nonstop flights from san francisco to seattle on thursdays,travel
12832,are there any nonstop flights from san francisco to boston on thursdays,travel
12833,are there any nonstop flights from san francisco to boston on?,travel
12834,are there any direct flights from san francisco to boston on thursdays,travel
12835,are there nonstop flights between San Francisco and boston on thursdays?,travel
12836,Congratulations for this information now i want to get started on a flight from atlanta to philadelphia on april 16 from atlanta to philadelphia about 2 o'clock in the morning.,travel
12837,Thank you for it now i want to get information on a flight from atlanta to philadelphia on april 16th of the morning.,travel
12838,thank you for that information now i would like information on a flight on april sixteen from atlanta to philadelphia early in the morning,travel
12839,thank you for that information now i would like information on a flight on april sixteen from boston to philadelphia early in the morning,travel
12840,thank you for that. now i would like information on a flight on april sixteen from atlanta to philadelphia early in the morning,travel
12841,thank you for that information now i would like information on a flight on april 1 from atlanta to philadelphia early in the morning,travel
12842,thank you for that information now i would like information on a flight on route sixteen from atlanta to philadelphia early in the morning,travel
12843,i d like flights going from boston to chicago leaving on august sixth in the afternoon,travel
12844,i d like flights going from chicago to atlanta leaving on august sixth in the afternoon,travel
12845,i d like you going from boston to atlanta leaving on august sixth in the afternoon,travel
