Unnamed: 0,value,category
1601, list all flights from denver to philadelphia,travel
3121, how far is it from salt lake city airport to salt lake city,travel
4673, show me the flights from pittsburgh to san francisco on friday,travel
480, i would like the time of all flights from san francisco to pittsburgh on sunday,travel
2801, flight from nashville to cleveland,travel
3868, show me all flights from boston to denver which arrive in denver wednesday before noon,travel
3365, i need a flight from new york to san francisco,travel
4617, ground transport denver,travel
3022, continental airlines on saturday from chicago to seattle,travel
3958, i'd like to find a flight from charlotte to las vegas and make a stop in st. louis,travel
1766, please list the shortest one stop flight from ontario california to orlando florida,travel
4453, when do planes leave boston for,travel
2453, list flights leaving dallas on saturday and arriving in san francisco before 4 pm,travel
4947, show me the delta flights from san francisco to boston,travel
3783, is there any ground transportation to the city in dallas,travel
3984, all right now i need a flight from seattle to san diego,travel
4656, please list available ground transportation in pittsburgh,travel
3648, pittsburgh to atlanta wednesday,travel
1271, can you tell me about flights from san jose to nashville on saturday afternoon,travel
3053, what flights go from denver to san francisco,travel
4481, show me first class flights one way tampa to st. louis,travel
3885, list daily flights from oakland to boston using delta airlines,travel
4289, show me ground transport in seattle,travel
347, what is the available ground transportation between the airport in denver and downtown,travel
3849, could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,travel
4602, explain meal codes sd d,travel
2562, what is a flight that goes from baltimore to san francisco and arrives at san francisco at 8 pm on a friday,travel
4570, show me flights from san francisco to denver after 4 pm,travel
1423, when can i fly from philadelphia to dallas on a saturday morning,travel
656, what's the first flight from dallas to houston,travel
2102, i would like to see the flights from baltimore to philadelphia,travel
632, what is the coach fare between boston and atlanta on delta,travel
3806, show me all flights from san francisco to washington dc,travel
2493, all right what i'd like to do is find the cheapest one way fare from boston to denver,travel
2665, show me flights from boston to denver,travel
3189, what are all the available meals,travel
3631, show me the flights from love field,travel
3853, are there any thrift economy flights to san francisco from boston,travel
3071, what is the most expensive flight from dallas to baltimore,travel
3563, show me the flights from pittsburgh to philadelphia,travel
2500, what's the earliest flight leaving denver for pittsburgh,travel
1465, how long does the ground transportation take from the salt lake city airport,travel
2809, list the flights from dallas to baltimore,travel
115, what are all the flights from boston to dallas,travel
1821, which flight from pittsburgh to baltimore carries the smallest number of passengers,travel
1494, what's the earliest flight from nashville to tacoma on american on tuesday the eighteenth of may,travel
2401, what is the last flight from dallas to boston,travel
1232, list the flights from philadelphia to dallas on american airlines,travel
2661, i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,travel
2970, do you have a 747 that flies from san francisco to baltimore,travel
1153, okay i'm sorry could you tell me what flights leave atlanta and arrive in philadelphia around 5 o'clock,travel
3816, i would like a flight from atlanta to denver,travel
57, what is the least expensive flight from denver to atlanta,travel
3366, i'd like to go to boston from denver and i'd like to get there,travel
4269, what's the lowest round trip fare from bwi to any city,travel
4922, give me the flights and fares on december twenty seventh from orlando to indianapolis,travel
